Pos,Age,MP,FG,FGA,FG%,PTS,height,weight,PER
SF,25.0,86.0,13.0,27.0,0.481,34.0,201.0,92.0,16.2
SF,25.0,8.0,1.0,2.0,0.5,4.0,201.0,92.0,18.3
PG,25.0,2221.0,421.0,941.0,0.447,1210.0,201.0,88.0,21.4
PG,30.0,3136.0,575.0,1384.0,0.415,1644.0,183.0,79.0,20.8
PG,35.0,2210.0,299.0,674.0,0.444,753.0,193.0,83.0,12.9
PG,33.0,1740.0,177.0,406.0,0.436,480.0,198.0,83.0,13.6
PF,23.0,860.0,112.0,204.0,0.549,273.0,206.0,106.0,10.8
SG,26.0,813.0,112.0,294.0,0.381,293.0,196.0,86.0,10.7
PF,26.0,26.0,5.0,11.0,0.455,15.0,211.0,102.0,23.2
SG,30.0,2755.0,369.0,795.0,0.464,1139.0,190.0,86.0,17.6
PG,24.0,326.0,29.0,68.0,0.426,80.0,183.0,80.0,10.6
PG,26.0,236.0,26.0,97.0,0.268,75.0,183.0,81.0,5.0
PF,24.0,501.0,77.0,162.0,0.475,199.0,206.0,106.0,15.0
PF,22.0,301.0,32.0,77.0,0.416,85.0,206.0,99.0,11.5
PF,30.0,1837.0,257.0,593.0,0.433,597.0,206.0,97.0,10.6
SF,24.0,3147.0,625.0,1259.0,0.496,1710.0,203.0,102.0,25.5
C,28.0,2582.0,357.0,595.0,0.6,955.0,206.0,108.0,17.8
SG,24.0,572.0,67.0,156.0,0.429,224.0,193.0,92.0,15.9
SG,33.0,2592.0,413.0,856.0,0.482,1191.0,190.0,86.0,18.8
SF,26.0,1395.0,157.0,360.0,0.436,423.0,206.0,99.0,13.0
SF,26.0,719.0,82.0,195.0,0.421,220.0,206.0,99.0,11.1
SF,26.0,676.0,75.0,165.0,0.455,203.0,206.0,99.0,15.0
SG,25.0,2681.0,437.0,1032.0,0.423,1197.0,198.0,90.0,11.3
SF,23.0,3324.0,638.0,1313.0,0.486,1570.0,206.0,108.0,16.1
SF,26.0,418.0,62.0,108.0,0.574,176.0,206.0,102.0,16.0
SF,26.0,69.0,7.0,12.0,0.583,26.0,206.0,102.0,19.5
SF,26.0,349.0,55.0,96.0,0.573,150.0,206.0,102.0,15.4
PG,26.0,3023.0,421.0,1042.0,0.404,1166.0,188.0,77.0,13.4
PG,25.0,632.0,46.0,125.0,0.368,143.0,183.0,74.0,10.4
PG,21.0,3045.0,625.0,1504.0,0.416,1787.0,183.0,74.0,18.0
SG,29.0,1133.0,134.0,329.0,0.407,374.0,193.0,86.0,10.1
SG-SF,26.0,2831.0,444.0,1029.0,0.431,1226.0,198.0,99.0,15.1
SG,26.0,1676.0,260.0,588.0,0.442,714.0,198.0,99.0,15.2
SF,26.0,1155.0,184.0,441.0,0.417,512.0,198.0,99.0,15.0
PG,31.0,3054.0,289.0,679.0,0.426,812.0,185.0,81.0,15.7
PG,31.0,2001.0,192.0,452.0,0.425,541.0,185.0,81.0,16.2
PG,31.0,1053.0,97.0,227.0,0.427,271.0,185.0,81.0,14.8
PF,31.0,945.0,125.0,306.0,0.408,356.0,203.0,99.0,10.2
SF,27.0,10.0,2.0,6.0,0.333,6.0,201.0,99.0,16.0
PG,31.0,2472.0,327.0,685.0,0.477,800.0,178.0,79.0,15.0
SF,37.0,913.0,160.0,362.0,0.442,424.0,203.0,92.0,13.4
SF,37.0,306.0,59.0,136.0,0.434,147.0,203.0,92.0,11.7
SF,37.0,607.0,101.0,226.0,0.447,277.0,203.0,92.0,14.2
C,29.0,2599.0,243.0,467.0,0.52,582.0,188.0,92.0,14.3
PG,30.0,2658.0,441.0,890.0,0.496,1410.0,203.0,108.0,22.9
SF,27.0,2613.0,376.0,735.0,0.512,976.0,190.0,92.0,13.8
PF,39.0,93.0,2.0,5.0,0.4,4.0,206.0,97.0,6.3
SG,25.0,2998.0,473.0,1081.0,0.438,1374.0,208.0,102.0,17.3
PF,26.0,2421.0,258.0,537.0,0.48,616.0,203.0,113.0,12.0
SG,33.0,3106.0,920.0,1892.0,0.486,2431.0,198.0,88.0,27.8
SG,29.0,130.0,16.0,26.0,0.615,40.0,193.0,88.0,15.7
SG,29.0,99.0,8.0,16.0,0.5,20.0,193.0,88.0,12.8
SG,29.0,31.0,8.0,10.0,0.8,20.0,193.0,88.0,25.2
C,26.0,915.0,82.0,160.0,0.513,235.0,206.0,104.0,11.7
PF,27.0,2750.0,526.0,1032.0,0.51,1516.0,208.0,104.0,20.7
PF,33.0,59.0,1.0,5.0,0.2,4.0,208.0,111.0,-1.0
PG,31.0,1861.0,249.0,467.0,0.533,662.0,190.0,79.0,15.6
SF,34.0,1766.0,194.0,449.0,0.432,476.0,201.0,97.0,12.3
PG,23.0,1964.0,213.0,529.0,0.403,599.0,193.0,92.0,16.9
PG,23.0,791.0,75.0,203.0,0.369,217.0,193.0,92.0,15.1
PG,23.0,1173.0,138.0,326.0,0.423,382.0,193.0,92.0,18.0
SG,24.0,59.0,7.0,17.0,0.412,20.0,185.0,83.0,15.0
SG,23.0,22.0,2.0,6.0,0.333,6.0,188.0,79.0,12.7
C,30.0,103.0,11.0,22.0,0.5,24.0,211.0,104.0,7.7
C,30.0,33.0,5.0,7.0,0.714,12.0,211.0,104.0,16.0
C,30.0,70.0,6.0,15.0,0.4,12.0,211.0,104.0,3.7
SG,22.0,3012.0,507.0,1189.0,0.426,1347.0,196.0,81.0,16.0
C,35.0,848.0,69.0,170.0,0.406,168.0,211.0,115.0,7.6
C,35.0,365.0,32.0,80.0,0.4,78.0,211.0,115.0,6.5
C,35.0,30.0,2.0,8.0,0.25,6.0,211.0,115.0,4.2
C,35.0,453.0,35.0,82.0,0.427,84.0,211.0,115.0,8.7
C,22.0,1156.0,140.0,275.0,0.509,342.0,213.0,106.0,14.1
PF,32.0,11.0,1.0,2.0,0.5,3.0,206.0,99.0,27.2
SF,28.0,1610.0,285.0,605.0,0.471,754.0,208.0,87.0,20.2
PF,27.0,3140.0,548.0,1128.0,0.486,1486.0,211.0,106.0,19.1
C,30.0,1194.0,115.0,248.0,0.464,274.0,211.0,111.0,10.8
PF,24.0,843.0,68.0,162.0,0.42,171.0,211.0,111.0,8.0
C,23.0,180.0,49.0,89.0,0.551,111.0,224.0,147.0,13.6
C,30.0,126.0,14.0,33.0,0.424,34.0,211.0,120.0,4.9
C,30.0,11.0,0.0,3.0,0.0,0.0,211.0,120.0,-10.1
C,30.0,115.0,14.0,30.0,0.467,34.0,211.0,120.0,6.3
SG,30.0,182.0,15.0,48.0,0.313,44.0,193.0,90.0,4.4
SG,23.0,2111.0,314.0,684.0,0.459,897.0,193.0,92.0,14.7
SF,21.0,50.0,6.0,14.0,0.429,14.0,196.0,95.0,10.9
C,38.0,516.0,32.0,77.0,0.416,87.0,213.0,108.0,7.8
PG,21.0,981.0,100.0,229.0,0.437,251.0,193.0,94.0,8.3
C,23.0,101.0,15.0,28.0,0.536,34.0,211.0,129.0,10.5
PF,32.0,45.0,4.0,15.0,0.267,10.0,211.0,104.0,2.4
PF,30.0,1166.0,123.0,275.0,0.447,326.0,203.0,102.0,12.2
SG,40.0,370.0,46.0,117.0,0.393,129.0,196.0,88.0,8.9
C,28.0,1472.0,221.0,485.0,0.456,537.0,218.0,120.0,13.4
SF,26.0,1059.0,137.0,291.0,0.471,342.0,203.0,98.0,15.4
SF,26.0,904.0,105.0,262.0,0.401,292.0,201.0,99.0,10.2
SF,27.0,733.0,163.0,365.0,0.447,402.0,208.0,106.0,14.4
C,38.0,218.0,20.0,54.0,0.37,56.0,208.0,108.0,8.8
SF,31.0,1264.0,141.0,347.0,0.406,390.0,198.0,97.0,13.2
PF,33.0,2998.0,864.0,1571.0,0.55,2249.0,206.0,113.0,28.9
PG,25.0,2386.0,271.0,615.0,0.441,767.0,190.0,87.0,12.3
PF,30.0,2134.0,426.0,795.0,0.536,1040.0,208.0,104.0,17.9
PF,26.0,201.0,32.0,82.0,0.39,75.0,211.0,114.0,8.9
PF,26.0,128.0,18.0,48.0,0.375,44.0,211.0,114.0,7.7
PF,26.0,73.0,14.0,34.0,0.412,31.0,211.0,114.0,10.9
PG,19.0,2324.0,355.0,871.0,0.408,1057.0,188.0,81.0,16.1
SG,32.0,255.0,38.0,101.0,0.376,116.0,196.0,90.0,8.1
SF,24.0,548.0,52.0,160.0,0.325,175.0,206.0,98.0,9.1
SF,23.0,1022.0,174.0,421.0,0.413,444.0,206.0,98.0,15.6
SG,25.0,13.0,0.0,7.0,0.0,0.0,196.0,96.0,-19.9
PG,25.0,1820.0,292.0,718.0,0.407,893.0,180.0,77.0,16.9
SF,24.0,2164.0,286.0,743.0,0.385,822.0,203.0,108.0,12.6
SF,24.0,975.0,140.0,376.0,0.372,394.0,203.0,108.0,11.9
SF,24.0,1189.0,146.0,367.0,0.398,428.0,203.0,108.0,13.1
PF,30.0,3143.0,433.0,825.0,0.525,1186.0,201.0,113.0,18.9
PF,29.0,1954.0,219.0,452.0,0.485,568.0,206.0,99.0,11.9
SG,31.0,2068.0,340.0,906.0,0.375,929.0,193.0,81.0,11.8
PG,26.0,1952.0,149.0,370.0,0.403,410.0,185.0,78.0,10.2
PF,22.0,192.0,26.0,68.0,0.382,64.0,208.0,104.0,6.4
C,23.0,109.0,10.0,32.0,0.313,28.0,211.0,106.0,6.1
SF,29.0,1493.0,238.0,578.0,0.412,658.0,198.0,92.0,14.8
SF,29.0,1207.0,204.0,482.0,0.423,563.0,198.0,92.0,15.9
SF,29.0,286.0,34.0,96.0,0.354,95.0,198.0,92.0,9.9
PF,33.0,1170.0,138.0,355.0,0.389,346.0,201.0,92.0,10.8
PF,22.0,2565.0,536.0,1157.0,0.463,1352.0,206.0,99.0,15.5
C,24.0,1477.0,130.0,276.0,0.471,314.0,216.0,108.0,11.1
PG,22.0,117.0,23.0,49.0,0.469,65.0,193.0,86.0,14.8
SF,30.0,1449.0,148.0,379.0,0.391,400.0,206.0,92.0,10.6
SG,24.0,1625.0,150.0,365.0,0.411,433.0,196.0,94.0,12.1
SG,24.0,775.0,53.0,156.0,0.34,170.0,196.0,94.0,9.1
SG,24.0,850.0,97.0,209.0,0.464,263.0,196.0,94.0,14.8
PG,32.0,798.0,61.0,149.0,0.409,169.0,196.0,88.0,14.1
PF,24.0,708.0,108.0,244.0,0.443,266.0,208.0,116.0,8.1
PF,24.0,259.0,34.0,78.0,0.436,78.0,208.0,116.0,4.4
PF,24.0,449.0,74.0,166.0,0.446,188.0,208.0,116.0,10.2
PF,25.0,14.0,0.0,5.0,0.0,0.0,206.0,102.0,-4.6
C,26.0,1152.0,123.0,238.0,0.517,294.0,206.0,127.0,13.1
C,26.0,836.0,76.0,154.0,0.494,180.0,206.0,127.0,11.6
C,26.0,316.0,47.0,84.0,0.56,114.0,206.0,127.0,17.0
SG,31.0,2966.0,552.0,1244.0,0.444,1751.0,201.0,83.0,20.2
SF,27.0,3167.0,405.0,894.0,0.453,1072.0,198.0,97.0,14.1
PF,29.0,1997.0,312.0,702.0,0.444,857.0,208.0,104.0,16.4
SF,25.0,547.0,94.0,196.0,0.48,220.0,198.0,95.0,13.2
SF,33.0,2044.0,269.0,603.0,0.446,766.0,198.0,95.0,11.8
C,26.0,307.0,28.0,63.0,0.444,72.0,211.0,106.0,6.3
C,25.0,1828.0,159.0,349.0,0.456,339.0,213.0,122.0,8.8
C,25.0,984.0,86.0,187.0,0.46,182.0,213.0,122.0,6.6
C,25.0,844.0,73.0,162.0,0.451,157.0,213.0,122.0,11.3
SG,31.0,237.0,33.0,85.0,0.388,99.0,193.0,90.0,11.4
SF,31.0,977.0,122.0,299.0,0.408,314.0,203.0,95.0,9.7
SG,24.0,1214.0,171.0,441.0,0.388,447.0,196.0,83.0,11.4
C,26.0,2320.0,473.0,885.0,0.534,1310.0,208.0,108.0,21.6
SF,33.0,2733.0,438.0,792.0,0.553,1143.0,198.0,90.0,17.6
PG,28.0,114.0,15.0,33.0,0.455,45.0,185.0,86.0,18.1
C,25.0,1849.0,327.0,541.0,0.604,777.0,231.0,137.0,16.7
SF,23.0,1295.0,181.0,435.0,0.416,549.0,201.0,107.0,14.4
SF,25.0,1814.0,288.0,678.0,0.425,817.0,201.0,102.0,14.6
C,30.0,2973.0,380.0,721.0,0.527,1066.0,218.0,111.0,19.0
PF,22.0,348.0,54.0,131.0,0.412,156.0,206.0,106.0,14.9
PF,22.0,27.0,5.0,14.0,0.357,17.0,206.0,106.0,11.9
PF,22.0,321.0,49.0,117.0,0.419,139.0,206.0,106.0,15.1
PG,22.0,684.0,74.0,175.0,0.423,213.0,190.0,88.0,10.8
SG-PG,24.0,113.0,16.0,37.0,0.432,40.0,190.0,94.0,13.3
SG,24.0,94.0,12.0,29.0,0.414,32.0,190.0,94.0,13.8
PG,24.0,19.0,4.0,8.0,0.5,8.0,190.0,94.0,10.9
PF,26.0,850.0,40.0,91.0,0.44,100.0,206.0,111.0,6.7
SF,33.0,2060.0,246.0,547.0,0.45,715.0,201.0,86.0,10.8
SG,27.0,42.0,4.0,12.0,0.333,15.0,190.0,86.0,12.9
SG,27.0,36.0,3.0,9.0,0.333,13.0,190.0,86.0,14.3
SG,27.0,6.0,1.0,3.0,0.333,2.0,190.0,86.0,4.5
SF,32.0,220.0,27.0,94.0,0.287,64.0,203.0,97.0,3.1
PG,23.0,89.0,4.0,22.0,0.182,12.0,185.0,79.0,8.2
SF,24.0,809.0,93.0,279.0,0.333,235.0,203.0,100.0,9.0
SF,24.0,634.0,76.0,207.0,0.367,189.0,203.0,100.0,10.2
SF,24.0,175.0,17.0,72.0,0.236,46.0,203.0,100.0,4.7
PF,18.0,458.0,69.0,153.0,0.451,185.0,211.0,102.0,13.7
C,24.0,1941.0,552.0,991.0,0.557,1336.0,216.0,147.0,27.1
PF,33.0,2873.0,339.0,694.0,0.488,864.0,203.0,102.0,14.2
C,34.0,2852.0,727.0,1426.0,0.51,1810.0,213.0,115.0,22.7
SG,27.0,43.0,4.0,13.0,0.308,11.0,196.0,92.0,4.7
C,23.0,1818.0,210.0,408.0,0.515,559.0,218.0,127.0,15.3
PF,25.0,2195.0,254.0,417.0,0.609,625.0,203.0,95.0,16.3
PG,27.0,634.0,81.0,190.0,0.426,217.0,190.0,86.0,13.2
SF,27.0,1995.0,299.0,640.0,0.467,724.0,203.0,99.0,13.6
PF,24.0,592.0,75.0,180.0,0.417,177.0,206.0,101.0,11.1
PG,27.0,1782.0,272.0,693.0,0.392,771.0,188.0,81.0,15.0
PG,27.0,1185.0,193.0,474.0,0.407,542.0,188.0,81.0,16.0
PG,27.0,597.0,79.0,219.0,0.361,229.0,188.0,81.0,13.1
C,43.0,406.0,70.0,143.0,0.49,161.0,213.0,104.0,14.3
PF,24.0,961.0,103.0,202.0,0.51,252.0,196.0,95.0,12.7
PG,28.0,3213.0,706.0,1482.0,0.476,1785.0,193.0,81.0,21.8
SG,27.0,2291.0,402.0,1011.0,0.398,1041.0,193.0,94.0,13.8
C,31.0,1918.0,233.0,410.0,0.568,565.0,213.0,108.0,16.7
C,35.0,1976.0,290.0,661.0,0.439,889.0,206.0,106.0,17.0
PG,27.0,1595.0,217.0,458.0,0.474,562.0,183.0,68.0,15.2
SG,25.0,2326.0,409.0,903.0,0.453,1080.0,198.0,88.0,15.9
SG,27.0,2375.0,328.0,766.0,0.428,866.0,196.0,95.0,13.9
SG,26.0,747.0,134.0,298.0,0.45,388.0,201.0,97.0,18.2
SG,37.0,1250.0,239.0,497.0,0.481,659.0,193.0,92.0,16.4
SG,37.0,600.0,120.0,260.0,0.462,335.0,193.0,92.0,15.3
SG,37.0,650.0,119.0,237.0,0.502,324.0,193.0,92.0,17.3
PF,33.0,273.0,23.0,43.0,0.535,66.0,206.0,88.0,11.4
SF,31.0,3095.0,648.0,1366.0,0.474,1656.0,203.0,95.0,21.3
C,32.0,2893.0,442.0,967.0,0.457,1025.0,211.0,99.0,13.1
PG,33.0,1568.0,187.0,449.0,0.416,568.0,190.0,88.0,14.5
C,21.0,1238.0,186.0,423.0,0.44,465.0,208.0,127.0,9.5
PG,28.0,390.0,44.0,105.0,0.419,126.0,185.0,74.0,12.0
PG,32.0,1876.0,263.0,589.0,0.447,793.0,183.0,77.0,16.5
C,29.0,874.0,149.0,339.0,0.44,349.0,211.0,102.0,12.6
C,23.0,1292.0,179.0,337.0,0.531,439.0,208.0,102.0,15.9
SG,29.0,1207.0,148.0,350.0,0.423,405.0,190.0,86.0,11.5
C,23.0,2777.0,498.0,1025.0,0.486,1213.0,213.0,124.0,14.4
PG,24.0,1432.0,184.0,470.0,0.391,516.0,190.0,90.0,11.1
PG,24.0,1048.0,141.0,359.0,0.393,414.0,190.0,90.0,12.1
PG,24.0,384.0,43.0,111.0,0.387,102.0,190.0,90.0,8.3
PF,23.0,462.0,54.0,112.0,0.482,132.0,203.0,113.0,11.1
SG,24.0,495.0,59.0,139.0,0.424,172.0,185.0,88.0,11.5
SG,24.0,83.0,6.0,19.0,0.316,20.0,185.0,88.0,4.4
SG,24.0,412.0,53.0,120.0,0.442,152.0,185.0,88.0,13.0
SF,29.0,3362.0,722.0,1513.0,0.477,2115.0,201.0,97.0,19.7
PG,30.0,1065.0,131.0,344.0,0.381,330.0,185.0,81.0,11.8
SG,31.0,3125.0,717.0,1578.0,0.454,2095.0,196.0,97.0,21.6
SG,25.0,2563.0,456.0,983.0,0.464,1223.0,196.0,97.0,13.8
PF,36.0,40.0,6.0,15.0,0.4,22.0,208.0,98.0,12.8
C,26.0,378.0,63.0,148.0,0.426,171.0,213.0,129.0,14.1
SG,22.0,681.0,69.0,182.0,0.379,188.0,196.0,90.0,9.4
SF,30.0,3077.0,444.0,1043.0,0.426,1224.0,206.0,99.0,13.1
C,31.0,147.0,36.0,72.0,0.5,106.0,216.0,106.0,31.0
SF,24.0,3114.0,669.0,1438.0,0.465,1689.0,201.0,102.0,17.5
PG,26.0,1309.0,196.0,482.0,0.407,572.0,198.0,95.0,12.7
PG,30.0,508.0,66.0,164.0,0.402,176.0,188.0,88.0,10.5
PG,30.0,126.0,17.0,48.0,0.354,45.0,188.0,88.0,7.7
PG,30.0,87.0,16.0,34.0,0.471,36.0,188.0,88.0,9.7
PG,30.0,295.0,33.0,82.0,0.402,95.0,188.0,88.0,11.9
PF,35.0,1947.0,128.0,286.0,0.448,311.0,201.0,95.0,13.9
SF,24.0,107.0,14.0,48.0,0.292,40.0,201.0,99.0,3.0
PF,25.0,1397.0,212.0,404.0,0.525,551.0,211.0,99.0,17.0
SF,25.0,2480.0,408.0,884.0,0.462,1072.0,201.0,106.0,14.2
PF,23.0,1848.0,244.0,483.0,0.505,543.0,201.0,106.0,12.6
C,27.0,735.0,87.0,185.0,0.47,265.0,208.0,113.0,13.4
SF,24.0,1188.0,172.0,377.0,0.456,482.0,203.0,95.0,13.8
PF,22.0,525.0,61.0,128.0,0.477,160.0,201.0,113.0,13.7
SF,30.0,858.0,62.0,146.0,0.425,218.0,203.0,95.0,9.1
SF,30.0,29.0,4.0,10.0,0.4,12.0,203.0,95.0,5.8
SF,30.0,509.0,37.0,96.0,0.385,136.0,203.0,95.0,9.7
SF,30.0,320.0,21.0,40.0,0.525,70.0,203.0,95.0,8.5
C,24.0,737.0,79.0,174.0,0.454,189.0,211.0,111.0,14.5
C,24.0,5.0,0.0,1.0,0.0,0.0,211.0,111.0,-7.2
C,24.0,732.0,79.0,173.0,0.457,189.0,211.0,111.0,14.7
SF,26.0,2525.0,297.0,620.0,0.479,873.0,201.0,102.0,13.7
C,32.0,1762.0,328.0,658.0,0.498,928.0,221.0,126.0,21.8
C,26.0,154.0,12.0,33.0,0.364,37.0,213.0,104.0,8.3
SF,23.0,69.0,9.0,23.0,0.391,19.0,201.0,102.0,5.8
SF,23.0,62.0,8.0,19.0,0.421,17.0,201.0,102.0,4.9
SF,23.0,7.0,1.0,4.0,0.25,2.0,201.0,102.0,14.3
PF,37.0,540.0,47.0,120.0,0.392,133.0,211.0,106.0,9.3
C,29.0,29.0,6.0,7.0,0.857,13.0,206.0,113.0,7.2
C,28.0,116.0,13.0,36.0,0.361,34.0,216.0,117.0,8.1
SF,34.0,2192.0,356.0,724.0,0.492,1022.0,206.0,97.0,18.3
PF,25.0,55.0,8.0,17.0,0.471,19.0,208.0,113.0,7.0
SG,35.0,1440.0,163.0,379.0,0.43,526.0,190.0,88.0,13.5
SF,28.0,2166.0,298.0,749.0,0.398,823.0,203.0,103.0,12.4
SF,24.0,32.0,0.0,8.0,0.0,1.0,198.0,81.0,-4.1
C,24.0,50.0,8.0,16.0,0.5,20.0,208.0,113.0,18.7
SG,26.0,2456.0,373.0,942.0,0.396,1079.0,203.0,86.0,13.7
C,31.0,2615.0,460.0,907.0,0.507,1277.0,211.0,104.0,18.3
PG,30.0,1867.0,189.0,516.0,0.366,552.0,198.0,86.0,10.4
SF,28.0,521.0,45.0,136.0,0.331,139.0,201.0,95.0,9.4
PF,24.0,395.0,31.0,93.0,0.333,91.0,206.0,112.0,6.5
PF,26.0,406.0,82.0,149.0,0.55,203.0,201.0,97.0,17.8
PF,31.0,329.0,34.0,84.0,0.405,88.0,208.0,104.0,10.6
PF,21.0,3086.0,587.0,1293.0,0.454,1493.0,213.0,106.0,16.0
PG,31.0,765.0,101.0,239.0,0.423,300.0,190.0,77.0,12.3
PG,31.0,64.0,8.0,20.0,0.4,23.0,190.0,77.0,14.7
PG,31.0,47.0,6.0,13.0,0.462,17.0,190.0,77.0,6.9
PG,31.0,654.0,87.0,206.0,0.422,260.0,190.0,77.0,12.5
PF,24.0,2526.0,202.0,375.0,0.539,532.0,208.0,102.0,13.3
SG,27.0,2818.0,491.0,1145.0,0.429,1445.0,201.0,90.0,17.4
SG,25.0,60.0,6.0,18.0,0.333,14.0,201.0,90.0,3.3
PG,28.0,1291.0,138.0,337.0,0.409,346.0,201.0,95.0,9.4
C,30.0,1518.0,356.0,733.0,0.486,887.0,224.0,113.0,18.3
PG,23.0,775.0,74.0,164.0,0.451,199.0,190.0,86.0,12.5
C,27.0,5.0,0.0,1.0,0.0,0.0,213.0,122.0,-7.3
C,29.0,1558.0,139.0,284.0,0.489,372.0,213.0,120.0,9.2
C,29.0,19.0,2.0,2.0,1.0,4.0,213.0,120.0,17.1
C,29.0,1539.0,137.0,282.0,0.486,368.0,213.0,120.0,9.1
SG,26.0,3353.0,649.0,1444.0,0.449,1938.0,196.0,86.0,19.7
SG,22.0,3166.0,533.0,1308.0,0.407,1679.0,198.0,98.0,14.1
SG,31.0,2042.0,369.0,856.0,0.431,1061.0,190.0,81.0,15.9
SF,26.0,12.0,1.0,4.0,0.25,3.0,201.0,102.0,7.0
PF,24.0,9.0,1.0,5.0,0.2,3.0,201.0,95.0,3.0
SF,28.0,982.0,112.0,252.0,0.444,300.0,203.0,99.0,10.8
SG,26.0,1788.0,251.0,603.0,0.416,774.0,196.0,94.0,14.4
PG,34.0,2896.0,416.0,759.0,0.548,1183.0,185.0,77.0,22.1
PG,23.0,3311.0,564.0,1407.0,0.401,1634.0,178.0,77.0,18.1
SG,23.0,759.0,102.0,256.0,0.398,297.0,190.0,95.0,11.0
PF,26.0,153.0,25.0,60.0,0.417,62.0,206.0,95.0,11.1
PG,30.0,2997.0,515.0,1105.0,0.466,1410.0,196.0,90.0,19.7
PF,28.0,2004.0,262.0,586.0,0.447,699.0,203.0,99.0,13.6
SG,23.0,2269.0,253.0,587.0,0.431,755.0,196.0,90.0,14.8
C,28.0,662.0,54.0,121.0,0.446,153.0,211.0,104.0,8.8
C,26.0,218.0,32.0,71.0,0.451,84.0,213.0,111.0,12.5
SG,27.0,77.0,9.0,24.0,0.375,21.0,193.0,79.0,8.5
PF,24.0,374.0,39.0,105.0,0.371,113.0,206.0,104.0,9.5
PG,26.0,1055.0,162.0,406.0,0.399,445.0,193.0,87.0,13.6
PG,26.0,8.0,0.0,1.0,0.0,0.0,193.0,87.0,-9.1
PG,26.0,1047.0,162.0,405.0,0.4,445.0,193.0,87.0,13.7
C,35.0,140.0,3.0,19.0,0.158,10.0,208.0,111.0,-0.5
C,35.0,105.0,3.0,16.0,0.188,7.0,208.0,111.0,-0.9
C,35.0,35.0,0.0,3.0,0.0,3.0,208.0,111.0,0.8
C,34.0,2661.0,419.0,787.0,0.532,1036.0,206.0,102.0,16.1
SG,35.0,334.0,28.0,74.0,0.378,70.0,188.0,79.0,8.5
PF,32.0,778.0,158.0,371.0,0.426,346.0,206.0,108.0,8.8
C,26.0,72.0,3.0,8.0,0.375,7.0,211.0,113.0,0.6
PF,22.0,1918.0,361.0,674.0,0.536,882.0,203.0,113.0,16.8
PG,25.0,2937.0,432.0,1075.0,0.402,1206.0,211.0,113.0,16.0
PF,23.0,298.0,31.0,72.0,0.431,81.0,211.0,99.0,10.3
PF,28.0,2838.0,542.0,1084.0,0.5,1220.0,206.0,104.0,16.6
C,33.0,766.0,78.0,139.0,0.561,181.0,218.0,117.0,10.1
PF,20.0,2970.0,576.0,1354.0,0.425,1435.0,193.0,86.0,15.5
PF,20.0,602.0,83.0,187.0,0.444,214.0,206.0,108.0,12.2
PF,22.0,197.0,16.0,46.0,0.348,38.0,206.0,108.0,6.0
SF,22.0,787.0,122.0,236.0,0.517,325.0,203.0,102.0,13.0
PF,22.0,1892.0,380.0,681.0,0.558,938.0,208.0,102.0,18.4
SG,26.0,1041.0,148.0,325.0,0.455,402.0,193.0,86.0,13.0
PG,26.0,1763.0,133.0,337.0,0.395,409.0,188.0,86.0,11.1
SF,24.0,340.0,31.0,72.0,0.431,78.0,201.0,86.0,10.4
SF,24.0,129.0,11.0,25.0,0.44,33.0,201.0,86.0,11.5
SF,24.0,211.0,20.0,47.0,0.426,45.0,201.0,86.0,9.7
SF,26.0,2949.0,398.0,811.0,0.491,1003.0,198.0,108.0,14.2
PF,23.0,2806.0,604.0,1167.0,0.518,1445.0,206.0,111.0,21.8
C,33.0,783.0,118.0,237.0,0.498,280.0,213.0,111.0,11.2
C,26.0,31.0,3.0,7.0,0.429,9.0,211.0,113.0,8.7
PG,26.0,2991.0,456.0,974.0,0.468,1240.0,183.0,86.0,16.5
SG,29.0,1920.0,226.0,484.0,0.467,531.0,198.0,90.0,8.5
C,36.0,959.0,100.0,180.0,0.556,227.0,208.0,104.0,9.9
PG,34.0,22.0,2.0,4.0,0.5,4.0,190.0,80.0,5.1
PG,27.0,259.0,18.0,55.0,0.327,59.0,178.0,72.0,7.6
PG,25.0,1117.0,139.0,330.0,0.421,430.0,183.0,76.0,15.2
SF,37.0,1945.0,397.0,953.0,0.417,1145.0,201.0,90.0,19.6
SG,33.0,2202.0,323.0,759.0,0.426,848.0,198.0,83.0,11.2
PF-C,25.0,563.0,85.0,148.0,0.574,203.0,206.0,99.0,16.4
C,25.0,10.0,3.0,5.0,0.6,6.0,206.0,99.0,19.1
PF,25.0,553.0,82.0,143.0,0.573,197.0,206.0,99.0,16.4
PF,36.0,1496.0,175.0,326.0,0.537,465.0,203.0,97.0,13.9
SG,24.0,2435.0,374.0,820.0,0.456,1078.0,203.0,99.0,13.3
PF,38.0,184.0,18.0,46.0,0.391,39.0,208.0,109.0,7.0
C,34.0,2137.0,204.0,416.0,0.49,541.0,193.0,83.0,13.8
PF,28.0,1432.0,221.0,540.0,0.409,550.0,206.0,108.0,15.0
PF,23.0,177.0,20.0,51.0,0.392,49.0,206.0,93.0,12.6
C,27.0,264.0,20.0,31.0,0.645,45.0,206.0,90.0,8.0
SF,25.0,1345.0,234.0,460.0,0.509,588.0,203.0,102.0,15.6
SF,32.0,200.0,29.0,76.0,0.382,76.0,201.0,86.0,9.2
SF,32.0,33.0,2.0,9.0,0.222,5.0,201.0,86.0,-1.5
SF,32.0,167.0,27.0,67.0,0.403,71.0,201.0,86.0,11.4
C,28.0,1317.0,162.0,318.0,0.509,362.0,208.0,104.0,13.2
